NAME	ROLE	UTTERANCE	COMMENT	DIRECTED	keychild	gender	speaker
NIC	Nicola  Sister	no .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	it wont work (3.) .		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	but this one will .		NIC	benjamin	M	Target_Child
CHI	Benjamin Target_Child	this is orange .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	xxx (6.) .		NA	benjamin	M	sibling
CHI	Benjamin Target_Child	pink .		NIC	benjamin	M	Target_Child
CHI	Benjamin Target_Child	xxx .		NA	benjamin	M	Target_Child
CHI	Benjamin Target_Child	orange (7.) .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	xxx .		NA	benjamin	M	sibling
NIC	Nicola  Sister	xxx (4.) .		NA	benjamin	M	sibling
NIC	Nicola  Sister	got dirty hands (2.) .		?	benjamin	M	sibling
MOT	Mother	where all the rest of the tops ?		CHI	benjamin	M	mother
CHI	Benjamin Target_Child	don't know .		MOT	benjamin	M	Target_Child
MOT	Mother	are you sure ?		CHI	benjamin	M	mother
NIC	Nicola  Sister	I'm sure .		NIC	benjamin	M	sibling
MOT	Mother	they all had tops when I put them out didn't they ?		CHI	benjamin	M	mother
CHI	Benjamin Target_Child	mhm (4.) .		CHI	benjamin	M	Target_Child
NIC	Nicola  Sister	now they're all_gone .		MOT	benjamin	M	sibling
MOT	Mother	come on (8.) .		CHI	benjamin	M	mother
CHI	Benjamin Target_Child	I [/] I [/] I <do writing> [>] .		?	benjamin	M	Target_Child
NIC	Nicola  Sister	xxx [<] .		NA	benjamin	M	sibling
FAT	Father	xxx .		NA	benjamin	M	adult
CHI	Benjamin Target_Child	I do writing .		?	benjamin	M	Target_Child
NIC	Nicola  Sister	xxx .	%com: n and M are talking in .	NA	benjamin	M	sibling
CHI	Benjamin Target_Child	I do like to use purple .		FAT	benjamin	M	Target_Child
FAT	Father	you like the purple best don't you ?		CHI	benjamin	M	adult
CHI	Benjamin Target_Child	my hands black .		FAT	benjamin	M	Target_Child
FAT	Father	you don't have black .		CHI	benjamin	M	adult
CHI	Benjamin Target_Child	yes .		FAT	benjamin	M	Target_Child
CHI	Benjamin Target_Child	I like black (5.) .		FAT	benjamin	M	Target_Child
CHI	Benjamin Target_Child	where's +...		FAT	benjamin	M	Target_Child
CHI	Benjamin Target_Child	where are them ?		FAT	benjamin	M	Target_Child
MOT	Mother	don't sit on them .		CHI	benjamin	M	mother
CHI	Benjamin Target_Child	in there ?		?	benjamin	M	Target_Child
NIC	Nicola  Sister	xxx .		NA	benjamin	M	sibling
CHI	Benjamin Target_Child	in there ?		?	benjamin	M	Target_Child
NIC	Nicola  Sister	xxx (4.) .		NA	benjamin	M	sibling
CHI	Benjamin Target_Child	in there ?		?	benjamin	M	Target_Child
CHI	Benjamin Target_Child	in there (10.) ?		?	benjamin	M	Target_Child
CHI	Benjamin Target_Child	<I use> [/] I use orange .		?	benjamin	M	Target_Child
CHI	Benjamin Target_Child	I do (2.) .		?	benjamin	M	Target_Child
FAT	Father	you told us didn't you ? ?		CHI	benjamin	M	adult
CHI	Benjamin Target_Child	yes I did (2.) .		FAT	benjamin	M	Target_Child
CHI	Benjamin Target_Child	I did say black .		FAT	benjamin	M	Target_Child
NIC	Nicola  Sister	parcel on the top ?		CHI	benjamin	M	sibling
NIC	Nicola  Sister	I'm going to blow smoke at you (6.) .		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	0 .		NA	benjamin	M	Target_Child
NIC	Nicola  Sister	0 [=! sneezes twice] .		NA	benjamin	M	sibling
NIC	Nicola  Sister	0 [=! giggles] (4.) .		NA	benjamin	M	sibling
NIC	Nicola  Sister	0 [=! sings] .		NA	benjamin	M	sibling
CHI	Benjamin Target_Child	blow smoke at you (2.) .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	I just don't like that smoke (4.) .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	xxx do I (7.) ?		CHI	benjamin	M	sibling
NIC	Nicola  Sister	xxx up do I (9.) ?		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	0 .		NA	benjamin	M	Target_Child
CHI	Benjamin Target_Child	0 .		NA	benjamin	M	Target_Child
NIC	Nicola  Sister	xxx .		NA	benjamin	M	sibling
NIC	Nicola  Sister	xxx (6.) .		NA	benjamin	M	sibling
NIC	Nicola  Sister	I'm smoking (2.) .		?	benjamin	M	sibling
MOT	Mother	oh (2.) .		?	benjamin	M	mother
NIC	Nicola  Sister	you shouldn't smoke .	%com: repeating what Father says to Mother	?	benjamin	M	sibling
NIC	Nicola  Sister	shouldn't you ?		?	benjamin	M	sibling
CHI	Benjamin Target_Child	0 .		NA	benjamin	M	Target_Child
NIC	Nicola  Sister	you shouldn't smoke (2.) .		?	benjamin	M	sibling
NIC	Nicola  Sister	you shouldn't smoke (6.) .		?	benjamin	M	sibling
MOT	Mother	see if it's up on the settee .	%com: children have lost something	CHI	benjamin	M	mother
MOT	Mother	<perhaps it's up on> [//] I don't know (3.) .		CHI	benjamin	M	mother
CHI	Benjamin Target_Child	0 .		NA	benjamin	M	Target_Child
NIC	Nicola  Sister	xxx ?		NA	benjamin	M	sibling
MOT	Mother	xxx (3.) .		NA	benjamin	M	mother
NIC	Nicola  Sister	I've found it (2.) .		MOT	benjamin	M	sibling
MOT	Mother	have you (2.) ?		NIC	benjamin	M	mother
NIC	Nicola  Sister	yes (4.) .		MOT	benjamin	M	sibling
NIC	Nicola  Sister	&-uh .		MOT	benjamin	M	sibling
CHI	Benjamin Target_Child	that's done it (2.) .		?	benjamin	M	Target_Child
NIC	Nicola  Sister	there .		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	shall we take it ?		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	no .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	mustn't touch it must we ?		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	it m(ight) .		NIC	benjamin	M	Target_Child
CHI	Benjamin Target_Child	it might .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	0 [=! squeaks		NA	benjamin	M	sibling
NIC	Nicola  Sister	&=laughs .		NA	benjamin	M	sibling
NIC	Nicola  Sister	0 [=! squeaks] (2.) .		NA	benjamin	M	sibling
NIC	Nicola  Sister	aren't we clever ?		?	benjamin	M	sibling
MOT	Mother	yes you are clever [>] .		NIC	benjamin	M	mother
CHI	Benjamin Target_Child	sure [<] .		MOT	benjamin	M	Target_Child
CHI	Benjamin Target_Child	aren't we clever ?		MOT	benjamin	M	Target_Child
MOT	Mother	you are .		CHI	benjamin	M	mother
CHI	Benjamin Target_Child	yes .		MOT	benjamin	M	Target_Child
CHI	Benjamin Target_Child	yes [>] .		MOT	benjamin	M	Target_Child
MOT	Mother	<aren't> [<] you clever ?		CHI	benjamin	M	mother
CHI	Benjamin Target_Child	yes we are clever .		MOT	benjamin	M	Target_Child
MOT	Mother	that [= one of the toy cupboard doors] doesn't go back any further .		CHI	benjamin	M	mother
MOT	Mother	I thought that would go back further than that (3.) .		CHI	benjamin	M	mother
MOT	Mother	you left your ball by the fire .		CHI	benjamin	M	mother
MOT	Mother	and it's got a hump in it now (3.) .		CHI	benjamin	M	mother
MOT	Mother	boom .	%com: throws ball at Benjamin	CHI	benjamin	M	mother
MOT	Mother	boom (2.) .		CHI	benjamin	M	mother
NIC	Nicola  Sister	where [= where is the lump] ?		MOT	benjamin	M	sibling
MOT	Mother	boom .		CHI	benjamin	M	mother
MOT	Mother	boom [>] .		CHI	benjamin	M	mother
CHI	Benjamin Target_Child	where [<] ?	%com: speaker may be Nicola	MOT	benjamin	M	Target_Child
MOT	Mother	boom oh .		CHI	benjamin	M	mother
CHI	Benjamin Target_Child	where ?	%com: speaker may be Nicola	MOT	benjamin	M	Target_Child
MOT	Mother	I stumbled on xxx sponge (2.) .		CHI	benjamin	M	mother
CHI	Benjamin Target_Child	where ?	%com: speaker may be Nicola <bef> picked up a pen and is eating the end	MOT	benjamin	M	Target_Child
MOT	Mother	don't eat that pen .		CHI	benjamin	M	mother
CHI	Benjamin Target_Child	where ?	%com: speaker may be Nicola	MOT	benjamin	M	Target_Child
MOT	Mother	don't eat that pen please (3.) .		CHI	benjamin	M	mother
NIC	Nicola  Sister	oh .	%com: she still wants to know where the lump is	MOT	benjamin	M	sibling
NIC	Nicola  Sister	where is it ?		MOT	benjamin	M	sibling
MOT	Mother	excuse me .		CHI	benjamin	M	mother
MOT	Mother	I'm tidying out the cupboard (3.) . .		CHI	benjamin	M	mother
MOT	Mother	I'm going to tidy out that shoes cupboard as_well .		CHI	benjamin	M	mother
NIC	Nicola  Sister	I like this xxx .		MOT	benjamin	M	sibling
CHI	Benjamin Target_Child	0 .		NA	benjamin	M	Target_Child
MOT	Mother	oh dear .		CHI	benjamin	M	mother
MOT	Mother	we must tell Daddy to mend that xylophone mustn't we ?		CHI	benjamin	M	mother
NIC	Nicola  Sister	yes .		MOT	benjamin	M	sibling
MOT	Mother	I've got the bit xxx (6.) .		CHI	benjamin	M	mother
CHI	Benjamin Target_Child	xxx .		NA	benjamin	M	Target_Child
NIC	Nicola  Sister	xxx .		NA	benjamin	M	sibling
NIC	Nicola  Sister	xxx .		NA	benjamin	M	sibling
CHI	Benjamin Target_Child	I've got xxx (3.) .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	xxx .		NA	benjamin	M	sibling
NIC	Nicola  Sister	xxx .		NA	benjamin	M	sibling
NIC	Nicola  Sister	xxx .		NA	benjamin	M	sibling
CHI	Benjamin Target_Child	where's our clothes (2.) ?		NIC	benjamin	M	Target_Child
CHI	Benjamin Target_Child	Nicola ?		NIC	benjamin	M	Target_Child
CHI	Benjamin Target_Child	where's our clothes ?		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	xxx .		NA	benjamin	M	sibling
CHI	Benjamin Target_Child	where's our clothes ?		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	xxx .		NA	benjamin	M	sibling
CHI	Benjamin Target_Child	our clothes (2.) ?		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	xxx .		NA	benjamin	M	sibling
CHI	Benjamin Target_Child	you stay in your house (2.) .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	xxx (2.) .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	there .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	they're here .		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	xxx .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	our xxx in the xxx .		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	xxx to your cigarettes (2.) .		NIC	benjamin	M	Target_Child
CHI	Benjamin Target_Child	no cigarettes in there .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	I've only got one (2.) .		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	yes you have (3.) .		NIC	benjamin	M	Target_Child
CHI	Benjamin Target_Child	I've [//] there's only two (2.) .		NIC	benjamin	M	Target_Child
CHI	Benjamin Target_Child	only one (3.) .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	one (2.) .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	that's because I don't smoke very much .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	just a little bit .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	yes .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	come on .		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	I'll have that one .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	no .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	no (1.) .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	that's mine .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	they burn (1.) .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	those .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	mind hot please .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	do .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	mind .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	it's very hot that one xxx .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	sometimes they get (1.) cold not hot (3.) .		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	can &w +...		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	xxx .		NA	benjamin	M	sibling
NIC	Nicola  Sister	didn't we ?		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	no .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	don't let's xxx (4.) .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	I like that .		?	benjamin	M	sibling
MOT	Mother	close the oven [= cupboard] door first .		CHI	benjamin	M	mother
MOT	Mother	out xxx .		CHI	benjamin	M	mother
MOT	Mother	cupboard doors .		CHI	benjamin	M	mother
NIC	Nicola  Sister	can I have xxx ?		MOT	benjamin	M	sibling
MOT	Mother	no you can't .		NIC	benjamin	M	mother
MOT	Mother	I'm doing bread Nicola .		NIC	benjamin	M	mother
CHI	Benjamin Target_Child	can I do <some bread> [>] ?		MOT	benjamin	M	Target_Child
MOT	Mother	xxx [<] xxx .		NA	benjamin	M	mother
CHI	Benjamin Target_Child	can +...		MOT	benjamin	M	Target_Child
MOT	Mother	and I'm doing some for Wendy [= neighbor] (2.) .		CHI	benjamin	M	mother
CHI	Benjamin Target_Child	can I have some more porridge (18.) ?	%com: wants to bake	MOT	benjamin	M	Target_Child
MOT	Mother	I'm sorry darling .		CHI	benjamin	M	mother
MOT	Mother	not this morning .		CHI	benjamin	M	mother
CHI	Benjamin Target_Child	why (4.) ?		MOT	benjamin	M	Target_Child
CHI	Benjamin Target_Child	why can't I do it (3.) ?		MOT	benjamin	M	Target_Child
CHI	Benjamin Target_Child	please can I have porridge (3.) ?		MOT	benjamin	M	Target_Child
MOT	Mother	well put it back .		CHI	benjamin	M	mother
MOT	Mother	oh you little horror (1.) .		CHI	benjamin	M	mother
CHI	Benjamin Target_Child	0 [=! whimpers] .		NA	benjamin	M	Target_Child
MOT	Mother	you little horror .		CHI	benjamin	M	mother
MOT	Mother	xxx aren't you (2.) ?		CHI	benjamin	M	mother
MOT	Mother	are you a horror (2.) ?		CHI	benjamin	M	mother
MOT	Mother	hey .		CHI	benjamin	M	mother
MOT	Mother	who's a horror (2.) ?		CHI	benjamin	M	mother
CHI	Benjamin Target_Child	I am .		MOT	benjamin	M	Target_Child
CHI	Benjamin Target_Child	I am (2.) .		MOT	benjamin	M	Target_Child
CHI	Benjamin Target_Child	o:h (8.) .		MOT	benjamin	M	Target_Child
MOT	Mother	xxx ?		CHI	benjamin	M	mother
CHI	Benjamin Target_Child	no .		MOT	benjamin	M	Target_Child
NIC	Nicola  Sister	0 .	%com: closes door on him as he drags chair through	NA	benjamin	M	sibling
CHI	Benjamin Target_Child	open up that door !		NIC	benjamin	M	Target_Child
MOT	Mother	xxx .		NA	benjamin	M	mother
NIC	Nicola  Sister	no (2.) .		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	it's [= chair] heavy .		?	benjamin	M	Target_Child
MOT	Mother	xxx .		NA	benjamin	M	mother
MOT	Mother	xxx .		NA	benjamin	M	mother
CHI	Benjamin Target_Child	it's heavy (2.) .		?	benjamin	M	Target_Child
MOT	Mother	no Benjamin .		CHI	benjamin	M	mother
NIC	Nicola  Sister	five eight .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	let's show them shall we ?		CHI	benjamin	M	sibling
NIC	Nicola  Sister	let me show you them (5.) .		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	I'm looking through .		NIC	benjamin	M	Target_Child
CHI	Benjamin Target_Child	you xxx it's a +...		NIC	benjamin	M	Target_Child
CHI	Benjamin Target_Child	I put the fishy (7.) .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	you can't come in (3.) .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	you can't (2.) .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	you can't come in (4.) .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	you can't look in my window .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	because I'm going out (1.) to the shop (4.) .		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	I'm looking through this window (5.) .	%com: the other door	NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	you can't look at any (2.) .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	my window (.) my window .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	I'm not going to be there .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	I'd better not get in my house had you ?		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	I'd better (3.) .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	you better not when I'm going out .		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	xxx ?		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	no (2.) .		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	yes (2.) .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	no (1.) I said .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	you can't come with me (2.) .		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	xxx house (2.) .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	no (2.) .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	no (4.) .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	no .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	I am going in there in a minute (2.) .		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	I [/] I [/] I [/] I [/] I want a (1.) house .		NIC	benjamin	M	Target_Child
CHI	Benjamin Target_Child	going .		SELF	benjamin	M	Target_Child
NIC	Nicola  Sister	xxx .		NA	benjamin	M	sibling
CHI	Benjamin Target_Child	<going in air> [/] going in airplane (2.) .		SELF	benjamin	M	Target_Child
CHI	Benjamin Target_Child	it's going in airplane (4.) .	%com: they have an airplane toy with passengers who sit inside	SELF	benjamin	M	Target_Child
NIC	Nicola  Sister	xxx (12.) .		NA	benjamin	M	sibling
CHI	Benjamin Target_Child	there's some more space .		SELF	benjamin	M	Target_Child
CHI	Benjamin Target_Child	I'll go and turn round .		SELF	benjamin	M	Target_Child
CHI	Benjamin Target_Child	some more space (26.) .		SELF	benjamin	M	Target_Child
CHI	Benjamin Target_Child	off we go (3.) .		SELF	benjamin	M	Target_Child
CHI	Benjamin Target_Child	little puffer train .	%com: he's changed from a plane to a train	SELF	benjamin	M	Target_Child
CHI	Benjamin Target_Child	off we go .		SELF	benjamin	M	Target_Child
CHI	Benjamin Target_Child	off we go (2.) .		SELF	benjamin	M	Target_Child
CHI	Benjamin Target_Child	we go over .		SELF	benjamin	M	Target_Child
CHI	Benjamin Target_Child	xxx .		NA	benjamin	M	Target_Child
CHI	Benjamin Target_Child	shove (2.) .		?	benjamin	M	Target_Child
CHI	Benjamin Target_Child	shove (2.) .		?	benjamin	M	Target_Child
CHI	Benjamin Target_Child	and shove (2.) .		?	benjamin	M	Target_Child
CHI	Benjamin Target_Child	<the jack+in+the+(box)> [//] <there's the> [//] is there the jack+in+the+box ?		NIC	benjamin	M	Target_Child
CHI	Benjamin Target_Child	is there a jack+in+the+box ?		NIC	benjamin	M	Target_Child
CHI	Benjamin Target_Child	my jack+in+the+box (2.) .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	it's for my baby you gave me last time .		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	it isn't yours (2.) .		NIC	benjamin	M	Target_Child
CHI	Benjamin Target_Child	it isn't yours (2.) .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	don't shout at me (2.) .		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	it's not my wobbly woo@c@c.	%com: he's made up wobbly woo	NIC	benjamin	M	Target_Child
CHI	Benjamin Target_Child	where's my jack+in+the+box (3.) ? ?		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	there he is .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	hello (1.) he says .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	hello .		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	di^di^di^di^di@si.		?	benjamin	M	Target_Child
NIC	Nicola  Sister	hello .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	hello .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	hello .		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	I've got one like your .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	0 [=! sings] .		NA	benjamin	M	sibling
NIC	Nicola  Sister	do you want it [= jack+in+the+box] closed ?		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	yes I do .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	shall I do the button up ?		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	no you won't .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	I'm going out_of your house then (3.) .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	I'm a very cross lady .		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	I'm a cross man (2.) .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	well I'm sitting down on your settee (3.) .		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	it's Jeff's [= neighbor] house .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	<I'm your> [//] I'm in your house (2.) .		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	then you mustn't come home .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	I am in here (2.) .		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	xxx .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	I'm in it .		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	can't .		NIC	benjamin	M	Target_Child
CHI	Benjamin Target_Child	I [//] I'm in your house .		NIC	benjamin	M	Target_Child
CHI	Benjamin Target_Child	no .		NIC	benjamin	M	Target_Child
CHI	Benjamin Target_Child	you can't come in .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	I am in it (5.) .		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	hide .		NIC	benjamin	M	Target_Child
CHI	Benjamin Target_Child	I'm hiding under your bed . .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	no (3.) .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	&-uh .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	it's all morning now (3.) .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	let me go and make a cup of tea shall I (3.) ?		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	I'll hide .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	xxx (2.) .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	I'll put my dressing gown on (2.) .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	I do feel a bit tired don't you (2.) ?		CHI	benjamin	M	sibling
NIC	Nicola  Sister	good night dear .		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	I'm hiding of you (2.) .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	can I come in (2.) ?		CHI	benjamin	M	sibling
NIC	Nicola  Sister	for a cup of tea ?		CHI	benjamin	M	sibling
NIC	Nicola  Sister	did you mean ?		CHI	benjamin	M	sibling
CHI	Benjamin Target_Child	no (3.) .		NIC	benjamin	M	Target_Child
NIC	Nicola  Sister	is that right ?		CHI	benjamin	M	sibling
NIC	Nicola  Sister	I'm going to come in in a minute (3.) .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	I'm tired .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	xxx go out in a minute .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	in the kitchen .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	oh I can't see you .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	because I don't want you in the kitchen .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	because it's too cold (1.) in the kitchen (2.) .		CHI	benjamin	M	sibling
NIC	Nicola  Sister	it is (3.) .		CHI	benjamin	M	sibling
