NAME,ROME,UTTERANCE,COMMENT,DIRECTED,,
MOT,Mother,<perhaps it's up on> [//] I don't know (3.) .,,CHI,,
CHI,Benjamin Target_Child,0 .,,NA,,
NIC,Nicola  Sister,xxx ?,,NA,,
MOT,Mother,xxx (3.) .,,NA,,
NIC,Nicola  Sister,I've found it (2.) .,,MOT,,
MOT,Mother,have you (2.) ?,,NIC,,
NIC,Nicola  Sister,yes (4.) .,,MOT,,
NIC,Nicola  Sister,&-uh .,,MOT,,
CHI,Benjamin Target_Child,that's done it (2.) .,,?,,
NIC,Nicola  Sister,there .,,CHI,,
CHI,Benjamin Target_Child,shall we take it ?,,NIC,,
NIC,Nicola  Sister,no .,,CHI,,
NIC,Nicola  Sister,mustn't touch it must we ?,,CHI,,
CHI,Benjamin Target_Child,it m(ight) .,,NIC,,
CHI,Benjamin Target_Child,it might .,,NIC,,
NIC,Nicola  Sister,0 [=! squeaks,,NA,,
NIC,Nicola  Sister,&=laughs .,,NA,,
NIC,Nicola  Sister,0 [=! squeaks] (2.) .,,NA,,
NIC,Nicola  Sister,aren't we clever ?,,?,,
MOT,Mother,yes you are clever [>] .,,NIC,,
CHI,Benjamin Target_Child,sure [<] .,,MOT,,
CHI,Benjamin Target_Child,aren't we clever ?,,MOT,,
MOT,Mother,you are .,,CHI,,
CHI,Benjamin Target_Child,yes .,,MOT,,
CHI,Benjamin Target_Child,yes [>] .,,MOT,,
MOT,Mother,<aren't> [<] you clever ?,,CHI,,
CHI,Benjamin Target_Child,yes we are clever .,,MOT,,
MOT,Mother,that [= one of the toy cupboard doors] doesn't go back any further .,,CHI,,
MOT,Mother,I thought that would go back further than that (3.) .,,CHI,,
MOT,Mother,you left your ball by the fire .,,CHI,,
MOT,Mother,and it's got a hump in it now (3.) .,,CHI,,
MOT,Mother,boom .,%com: throws ball at Benjamin,CHI,,
MOT,Mother,boom (2.) .,,CHI,,
NIC,Nicola  Sister,where [= where is the lump] ?,,MOT,,
MOT,Mother,boom .,,CHI,,
MOT,Mother,boom [>] .,,CHI,,
CHI,Benjamin Target_Child,where [<] ?,%com: speaker may be Nicola,MOT,,
MOT,Mother,boom oh .,,CHI,,
CHI,Benjamin Target_Child,where ?,%com: speaker may be Nicola,MOT,,
MOT,Mother,I stumbled on xxx sponge (2.) .,,CHI,,
CHI,Benjamin Target_Child,where ?,%com: speaker may be Nicola <bef> picked up a pen and is eating the end,MOT,,
MOT,Mother,don't eat that pen .,,CHI,,
CHI,Benjamin Target_Child,where ?,%com: speaker may be Nicola,MOT,,
MOT,Mother,don't eat that pen please (3.) .,,CHI,,
NIC,Nicola  Sister,oh .,%com: she still wants to know where the lump is,MOT,,
NIC,Nicola  Sister,where is it ?,,MOT,,
MOT,Mother,excuse me .,,CHI,,
MOT,Mother,I'm tidying out the cupboard (3.) . .,,CHI,,
MOT,Mother,I'm going to tidy out that shoes cupboard as_well .,,CHI,,
NIC,Nicola  Sister,I like this xxx .,,MOT,,
CHI,Benjamin Target_Child,0 .,,NA,,
MOT,Mother,oh dear .,,CHI,,
MOT,Mother,we must tell Daddy to mend that xylophone mustn't we ?,,CHI,,
NIC,Nicola  Sister,yes .,,MOT,,
MOT,Mother,I've got the bit xxx (6.) .,,CHI,,
CHI,Benjamin Target_Child,xxx .,,NA,,
Location: Hallway,,,,,,
Activities: Free play with another child,,,,,,
NIC,Nicola  Sister,xxx .,,NA,,
NIC,Nicola  Sister,xxx .,,NA,,
CHI,Benjamin Target_Child,I've got xxx (3.) .,,NIC,,
NIC,Nicola  Sister,xxx .,,NA,,
NIC,Nicola  Sister,xxx .,,NA,,
NIC,Nicola  Sister,xxx .,,NA,,
CHI,Benjamin Target_Child,where's our clothes (2.) ?,,NIC,,
CHI,Benjamin Target_Child,Nicola ?,,NIC,,
CHI,Benjamin Target_Child,where's our clothes ?,,NIC,,
NIC,Nicola  Sister,xxx .,,NA,,
CHI,Benjamin Target_Child,where's our clothes ?,,NIC,,
NIC,Nicola  Sister,xxx .,,NA,,
CHI,Benjamin Target_Child,our clothes (2.) ?,,NIC,,
NIC,Nicola  Sister,xxx .,,NA,,
CHI,Benjamin Target_Child,you stay in your house (2.) .,,NIC,,
NIC,Nicola  Sister,xxx (2.) .,,CHI,,
NIC,Nicola  Sister,there .,,CHI,,
NIC,Nicola  Sister,they're here .,,CHI,,
CHI,Benjamin Target_Child,xxx .,,NIC,,
NIC,Nicola  Sister,our xxx in the xxx .,,CHI,,
CHI,Benjamin Target_Child,xxx to your cigarettes (2.) .,,NIC,,
CHI,Benjamin Target_Child,no cigarettes in there .,,NIC,,
NIC,Nicola  Sister,I've only got one (2.) .,,CHI,,
CHI,Benjamin Target_Child,yes you have (3.) .,,NIC,,
CHI,Benjamin Target_Child,I've [//] there's only two (2.) .,,NIC,,
CHI,Benjamin Target_Child,only one (3.) .,,NIC,,
NIC,Nicola  Sister,one (2.) .,,CHI,,
NIC,Nicola  Sister,that's because I don't smoke very much .,,CHI,,
NIC,Nicola  Sister,just a little bit .,,CHI,,
NIC,Nicola  Sister,yes .,,CHI,,
NIC,Nicola  Sister,come on .,,CHI,,
CHI,Benjamin Target_Child,I'll have that one .,,NIC,,
NIC,Nicola  Sister,no .,,CHI,,
NIC,Nicola  Sister,no (1.) .,,CHI,,
NIC,Nicola  Sister,that's mine .,,CHI,,
NIC,Nicola  Sister,they burn (1.) .,,CHI,,
NIC,Nicola  Sister,those .,,CHI,,
NIC,Nicola  Sister,mind hot please .,,CHI,,
NIC,Nicola  Sister,do .,,CHI,,
NIC,Nicola  Sister,mind .,,CHI,,
NIC,Nicola  Sister,it's very hot that one xxx .,,CHI,,
NIC,Nicola  Sister,sometimes they get (1.) cold not hot (3.) .,,CHI,,
CHI,Benjamin Target_Child,can &w +...,,NIC,,
NIC,Nicola  Sister,xxx .,,NA,,
NIC,Nicola  Sister,didn't we ?,,CHI,,
CHI,Benjamin Target_Child,no .,,NIC,,
NIC,Nicola  Sister,don't let's xxx (4.) .,,CHI,,
Location: Kitchen,,,,,,
Activities: Other non-play,,,,,,
Situation: M is baking in the kitchen. children have been playing in the cupboards,,,,,,
NIC,Nicola  Sister,I like that .,,?,,
MOT,Mother,close the oven [= cupboard] door first .,,CHI,,
MOT,Mother,out xxx .,,CHI,,
MOT,Mother,cupboard doors .,,CHI,,
NIC,Nicola  Sister,can I have xxx ?,,MOT,,
MOT,Mother,no you can't .,,NIC,,
MOT,Mother,I'm doing bread Nicola .,,NIC,,
CHI,Benjamin Target_Child,can I do <some bread> [>] ?,,MOT,,
MOT,Mother,xxx [<] xxx .,,NA,,
CHI,Benjamin Target_Child,can +...,,MOT,,
MOT,Mother,and I'm doing some for Wendy [= neighbor] (2.) .,,CHI,,
CHI,Benjamin Target_Child,can I have some more porridge (18.) ?,%com: wants to bake,MOT,,
MOT,Mother,I'm sorry darling .,,CHI,,
MOT,Mother,not this morning .,,CHI,,
CHI,Benjamin Target_Child,why (4.) ?,,MOT,,
CHI,Benjamin Target_Child,why can't I do it (3.) ?,,MOT,,
CHI,Benjamin Target_Child,please can I have porridge (3.) ?,,MOT,,
MOT,Mother,well put it back .,,CHI,,
MOT,Mother,oh you little horror (1.) .,,CHI,,
CHI,Benjamin Target_Child,0 [=! whimpers] .,,NA,,
MOT,Mother,you little horror .,,CHI,,
MOT,Mother,xxx aren't you (2.) ?,,CHI,,
MOT,Mother,are you a horror (2.) ?,,CHI,,
MOT,Mother,hey .,,CHI,,
MOT,Mother,who's a horror (2.) ?,,CHI,,
CHI,Benjamin Target_Child,I am .,,MOT,,
CHI,Benjamin Target_Child,I am (2.) .,,MOT,,
CHI,Benjamin Target_Child,o:h (8.) .,,MOT,,
MOT,Mother,xxx ?,,CHI,,
CHI,Benjamin Target_Child,no .,,MOT,,
NIC,Nicola  Sister,0 .,%com: closes door on him as he drags chair through,NA,,
CHI,Benjamin Target_Child,open up that door !,,NIC,,
MOT,Mother,xxx .,,NA,,
NIC,Nicola  Sister,no (2.) .,,CHI,,
CHI,Benjamin Target_Child,it's [= chair] heavy .,,?,,
MOT,Mother,xxx .,,NA,,
MOT,Mother,xxx .,,NA,,
CHI,Benjamin Target_Child,it's heavy (2.) .,,?,,
MOT,Mother,no Benjamin .,,CHI,,
Location: Living room,,,,,,
Activities: Free play with another child,,,,,,
NIC,Nicola  Sister,five eight .,,CHI,,
NIC,Nicola  Sister,let's show them shall we ?,,CHI,,
NIC,Nicola  Sister,let me show you them (5.) .,,CHI,,
CHI,Benjamin Target_Child,I'm looking through .,,NIC,,
CHI,Benjamin Target_Child,you xxx it's a +...,,NIC,,
CHI,Benjamin Target_Child,I put the fishy (7.) .,,NIC,,
NIC,Nicola  Sister,you can't come in (3.) .,,CHI,,
NIC,Nicola  Sister,you can't (2.) .,,CHI,,
NIC,Nicola  Sister,you can't come in (4.) .,,CHI,,
NIC,Nicola  Sister,you can't look in my window .,,CHI,,
NIC,Nicola  Sister,because I'm going out (1.) to the shop (4.) .,,CHI,,
CHI,Benjamin Target_Child,I'm looking through this window (5.) .,%com: the other door,NIC,,
NIC,Nicola  Sister,you can't look at any (2.) .,,CHI,,
NIC,Nicola  Sister,my window (.) my window .,,CHI,,
NIC,Nicola  Sister,I'm not going to be there .,,CHI,,
NIC,Nicola  Sister,I'd better not get in my house had you ?,,CHI,,
CHI,Benjamin Target_Child,I'd better (3.) .,,NIC,,
NIC,Nicola  Sister,you better not when I'm going out .,,CHI,,
CHI,Benjamin Target_Child,xxx ?,,NIC,,
NIC,Nicola  Sister,no (2.) .,,CHI,,
CHI,Benjamin Target_Child,yes (2.) .,,NIC,,
NIC,Nicola  Sister,no (1.) I said .,,CHI,,
NIC,Nicola  Sister,you can't come with me (2.) .,,CHI,,
CHI,Benjamin Target_Child,xxx house (2.) .,,NIC,,
NIC,Nicola  Sister,no (2.) .,,CHI,,
NIC,Nicola  Sister,no (4.) .,,CHI,,
NIC,Nicola  Sister,no .,,CHI,,
NIC,Nicola  Sister,I am going in there in a minute (2.) .,,CHI,,
CHI,Benjamin Target_Child,I [/] I [/] I [/] I [/] I want a (1.) house .,,NIC,,
Location: Living room,,,,,,
Activities: Free and Imaginary Role play alone and with another child,,,,,,
Situation: Nicola and Mother are in kitchen,,,,,,
CHI,Benjamin Target_Child,going .,,SELF,CHECK,
NIC,Nicola  Sister,xxx .,,NA,,
CHI,Benjamin Target_Child,<going in air> [/] going in airplane (2.) .,,SELF,CHECK,
CHI,Benjamin Target_Child,it's going in airplane (4.) .,%com: they have an airplane toy with passengers who sit inside,SELF,CHECK,
NIC,Nicola  Sister,xxx (12.) .,,NA,,
CHI,Benjamin Target_Child,there's some more space .,,SELF,CHECK,
CHI,Benjamin Target_Child,I'll go and turn round .,,SELF,CHECK,
CHI,Benjamin Target_Child,some more space (26.) .,,SELF,CHECK,
CHI,Benjamin Target_Child,off we go (3.) .,,SELF,CHECK,
CHI,Benjamin Target_Child,little puffer train .,%com: he's changed from a plane to a train,SELF,CHECK,
CHI,Benjamin Target_Child,off we go .,,SELF,CHECK,
CHI,Benjamin Target_Child,off we go (2.) .,,SELF,CHECK,
CHI,Benjamin Target_Child,we go over .,,SELF,CHECK,
Location: Living room,,,,,,
Activities: Free play with another child,,,,,,
CHI,Benjamin Target_Child,xxx .,,NA,,
CHI,Benjamin Target_Child,shove (2.) .,,?,,
CHI,Benjamin Target_Child,shove (2.) .,,?,,
CHI,Benjamin Target_Child,and shove (2.) .,,?,,
CHI,Benjamin Target_Child,<the jack+in+the+(box)> [//] <there's the> [//] is there the jack+in+the+box ?,,NIC,,
CHI,Benjamin Target_Child,is there a jack+in+the+box ?,,NIC,,
CHI,Benjamin Target_Child,my jack+in+the+box (2.) .,,NIC,,
NIC,Nicola  Sister,it's for my baby you gave me last time .,,CHI,,
CHI,Benjamin Target_Child,it isn't yours (2.) .,,NIC,,
CHI,Benjamin Target_Child,it isn't yours (2.) .,,NIC,,
NIC,Nicola  Sister,don't shout at me (2.) .,,CHI,,
CHI,Benjamin Target_Child,it's not my wobbly woo@c@c.,%com: he's made up wobbly woo,NIC,,
CHI,Benjamin Target_Child,where's my jack+in+the+box (3.) ? ?,,NIC,,
NIC,Nicola  Sister,there he is .,,CHI,,
NIC,Nicola  Sister,hello (1.) he says .,,CHI,,
NIC,Nicola  Sister,hello .,,CHI,,
CHI,Benjamin Target_Child,di^di^di^di^di@si.,,?,,
NIC,Nicola  Sister,hello .,,CHI,,
NIC,Nicola  Sister,hello .,,CHI,,
NIC,Nicola  Sister,hello .,,CHI,,
CHI,Benjamin Target_Child,I've got one like your .,,NIC,,
NIC,Nicola  Sister,0 [=! sings] .,,NA,,
NIC,Nicola  Sister,do you want it [= jack+in+the+box] closed ?,,CHI,,
CHI,Benjamin Target_Child,yes I do .,,NIC,,
NIC,Nicola  Sister,shall I do the button up ?,,CHI,,
CHI,Benjamin Target_Child,no you won't .,,NIC,,
NIC,Nicola  Sister,I'm going out_of your house then (3.) .,,CHI,,
NIC,Nicola  Sister,I'm a very cross lady .,,CHI,,
CHI,Benjamin Target_Child,I'm a cross man (2.) .,,NIC,,
NIC,Nicola  Sister,well I'm sitting down on your settee (3.) .,,CHI,,
CHI,Benjamin Target_Child,it's Jeff's [= neighbor] house .,,NIC,,
NIC,Nicola  Sister,<I'm your> [//] I'm in your house (2.) .,,CHI,,
CHI,Benjamin Target_Child,then you mustn't come home .,,NIC,,
NIC,Nicola  Sister,I am in here (2.) .,,CHI,,
CHI,Benjamin Target_Child,xxx .,,NIC,,
NIC,Nicola  Sister,I'm in it .,,CHI,,
CHI,Benjamin Target_Child,can't .,,NIC,,
CHI,Benjamin Target_Child,I [//] I'm in your house .,,NIC,,
CHI,Benjamin Target_Child,no .,,NIC,,
CHI,Benjamin Target_Child,you can't come in .,,NIC,,
NIC,Nicola  Sister,I am in it (5.) .,,CHI,,
Location: Bedroom,,,,,,
Activities: Free play with another child,,,,,,
"Situation: They play ""houses"" under Nicola's bed",,,,,,
CHI,Benjamin Target_Child,hide .,,NIC,,
CHI,Benjamin Target_Child,I'm hiding under your bed . .,,NIC,,
NIC,Nicola  Sister,no (3.) .,,CHI,,
NIC,Nicola  Sister,&-uh .,,CHI,,
NIC,Nicola  Sister,it's all morning now (3.) .,,CHI,,
NIC,Nicola  Sister,let me go and make a cup of tea shall I (3.) ?,,CHI,,
CHI,Benjamin Target_Child,I'll hide .,,NIC,,
NIC,Nicola  Sister,xxx (2.) .,,CHI,,
NIC,Nicola  Sister,I'll put my dressing gown on (2.) .,,CHI,,
NIC,Nicola  Sister,I do feel a bit tired don't you (2.) ?,,CHI,,
NIC,Nicola  Sister,good night dear .,,CHI,,
CHI,Benjamin Target_Child,I'm hiding of you (2.) .,,NIC,,
NIC,Nicola  Sister,can I come in (2.) ?,,CHI,,
NIC,Nicola  Sister,for a cup of tea ?,,CHI,,
NIC,Nicola  Sister,did you mean ?,,CHI,,
CHI,Benjamin Target_Child,no (3.) .,,NIC,,
NIC,Nicola  Sister,is that right ?,,CHI,,
NIC,Nicola  Sister,I'm going to come in in a minute (3.) .,,CHI,,
NIC,Nicola  Sister,I'm tired .,,CHI,,
NIC,Nicola  Sister,xxx go out in a minute .,,CHI,,
NIC,Nicola  Sister,in the kitchen .,,CHI,,
NIC,Nicola  Sister,oh I can't see you .,,CHI,,
NIC,Nicola  Sister,because I don't want you in the kitchen .,,CHI,,
NIC,Nicola  Sister,because it's too cold (1.) in the kitchen (2.) .,,CHI,,
NIC,Nicola  Sister,it is (3.) .,,CHI,,
NIC,Nicola  Sister,<I'll put my> [//] (2.) I'm going to get dressed (1.) .,,CHI,,
NIC,Nicola  Sister,quickly (4.) .,,CHI,,
CHI,Benjamin Target_Child,can I come in (22.) ?,,NIC,,
Location: Garden,,,,,,
Activities: Free play with another child,,,,,,
CHI,Benjamin Target_Child,here I come (2.) .,,NIC,,
CHI,Benjamin Target_Child,<I've got a> [//] (3.) see the tellie .,,NIC,,
CHI,Benjamin Target_Child,tellie .,,NIC,,
CHI,Benjamin Target_Child,tellie .,,NIC,,
NIC,Nicola  Sister,come on .,,CHI,,
NIC,Nicola  Sister,let's go home .,,CHI,,
CHI,Benjamin Target_Child,your house (2.) .,,NIC,,
CHI,Benjamin Target_Child,I'd like the key (3.) .,,NIC,,
CHI,Benjamin Target_Child,up here .,,NIC,,
NIC,Nicola  Sister,here (2.) it is (2.) .,,CHI,,
NIC,Nicola  Sister,there's a car (2.) .,,CHI,,
CHI,Benjamin Target_Child,<there's> [/] <there's a> [/] there's a mini car on the road .,%com: there was a Mini parked along the street,NIC,,
CHI,Benjamin Target_Child,I .,,NIC,,
NIC,Nicola  Sister,it's like a posh one .,,CHI,,
CHI,Benjamin Target_Child,I'll take it off .,,NIC,,
CHI,Benjamin Target_Child,I'll take it off .,,NIC,,
NIC,Nicola  Sister,have you done it ?,,CHI,,
CHI,Benjamin Target_Child,yes .,,NIC,,
CHI,Benjamin Target_Child,have .,,NIC,,
NIC,Nicola  Sister,it's your car isn't it ?,,CHI,,
CHI,Benjamin Target_Child,yes it is .,,NIC,,
NIC,Nicola  Sister,then you left it go didn't you ?,,CHI,,
CHI,Benjamin Target_Child,yes .,,NIC,,
CHI,Benjamin Target_Child,very fast (3.) .,,NIC,,
CHI,Benjamin Target_Child,xxx .,,NIC,,
CHI,Benjamin Target_Child,<that's my> [/] that's my Datsun .,%com: refers to make of car,NIC,,
NIC,Nicola  Sister,xxx .,,CHI,,
CHI,Benjamin Target_Child,shall we go out again ?,,NIC,,
NIC,Nicola  Sister,no .,,CHI,,
NIC,Nicola  Sister,xxx (2.) .,,CHI,,
NIC,Nicola  Sister,xxx (2.) .,,CHI,,
CHI,Benjamin Target_Child,shall we go out .,,NIC,,
NIC,Nicola  Sister,no .,,CHI,,
CHI,Benjamin Target_Child,yes .,,NIC,,
NIC,Nicola  Sister,no (6.) .,,CHI,,
CHI,Benjamin Target_Child,I let my car go (2.) .,,NIC,,
CHI,Benjamin Target_Child,I let my car go (3.) .,,NIC,,
NIC,Nicola  Sister,alright (2.) .,,CHI,,
CHI,Benjamin Target_Child,I sit down (2.) .,,NIC,,
CHI,Benjamin Target_Child,I will (2.) .,,NIC,,
CHI,Benjamin Target_Child,down (5.) .,,NIC,,
CHI,Benjamin Target_Child,I taked@n it off .,,NIC,,
CHI,Benjamin Target_Child,it did go (3.) .,,NIC,,
CHI,Benjamin Target_Child,it did .,,NIC,,
Location: Living room,,,,,,
Activities: Free play alone,,,,,,
NIC,Nicola  Sister,&=laughs .,,NA,,
NIC,Nicola  Sister,can you hear that ?,%com: mother doesn't know what this is,CHI,,
NIC,Nicola  Sister,can you see it ?,,CHI,,
CHI,Benjamin Target_Child,yes (3.) .,,NIC,,
NIC,Nicola  Sister,I don't want it like that .,,CHI,,
MOT,Mother,xxx .,,NA,,
NIC,Nicola  Sister,&=laughs .,,NA,,
Location: Living Room,,,,,,
Activities: Other Non-Play,,,,,,
MOT,Mother,were you doing over there on that fire ?,,NIC,,
MOT,Mother,you are a naughty little girl (6.) .,,NIC,,
NIC,Nicola  Sister,I want xxx (3.) .,,MOT,,
MOT,Mother,you dirty little hussy (4.) .,,NIC,,
NIC,Nicola  Sister,&=laughs (3.) .,,NA,,
MOT,Mother,Nicola (4.) .,%com: benjamin has hiccups,NIC,,
NIC,Nicola  Sister,0 [=! raspberries] .,,NA,,
MOT,Mother,I'm not very pleased with you .,,NIC,,
MOT,Mother,you're a very naughty little girl [>] .,,NIC,,
NIC,Nicola  Sister,ow [<] (19.) .,,SELF,,
MOT,Mother,0 .,,NA,,
NIC,Nicola  Sister,yes (5.) .,,?,,
MOT,Mother,I've just about enough of you .,,NIC,,
MOT,Mother,now just pull yourself together and behave yourself .,,NIC,,
NIC,Nicola  Sister,alright .,,MOT,,
NIC,Nicola  Sister,I will .,,MOT,,
NIC,Nicola  Sister,0 [=! sings] .,,NA,,
Location: Living room,,,,,,
Activities: Free play with another child,,,,,,
Situation: Eating something,,,,,,
CHI,Benjamin Target_Child,I [/] I didn't eat anything .,,?,,
CHI,Benjamin Target_Child,my xxx cry .,,?,,
NIC,Nicola  Sister,&=laughs (9.) .,,NA,,
CHI,Benjamin Target_Child,xxx (6.) .,,NA,,
NIC,Nicola  Sister,&=laughs .,,NA,,
CHI,Benjamin Target_Child,I [/] I [/] I [/] I [/] I never .,,?,,
NIC,Nicola  Sister,&=laughs .,,NA,,
NIC,Nicola  Sister,I want my jelly babies .,%com: they are annoying Mother,MOT,,
MOT,Mother,no .,,NIC,,
NIC,Nicola  Sister,&=laughs .,,NA,,
NIC,Nicola  Sister,jumping jelly ones .,,MOT,,
MOT,Mother,I'll poke you .,,NIC,,
NIC,Nicola  Sister,&=laughs [>] .,,NA,,
MOT,Mother,xxx [<] harder .,,NIC,,
NIC,Nicola  Sister,I can hit harder than that .,,MOT,,
NIC,Nicola  Sister,&=laughs (7.) .,,NA,,
NIC,Nicola  Sister,0 [=! sings] (3.) .,,NA,,
NIC,Nicola  Sister,xxx that .,,?,,
NIC,Nicola  Sister,we'll never get it out again won't we Mummy ?,,MOT,,
NIC,Nicola  Sister,there was a +...,,?,,
Location: Living room,,,,,,
Activities: Helping,,,,,,
Situation: M wants the children to tidy up their toys,,,,,,
NIC,Nicola  Sister,xxx up .,,?,,
MOT,Mother,do I .,,NIC,,
NIC,Nicola  Sister,no .,,MOT,,
MOT,Mother,do it .,,NIC,,
NIC,Nicola  Sister,xxx .,,MOT,,
MOT,Mother,do it .,,NIC,,
NIC,Nicola  Sister,why ?,,MOT,,
MOT,Mother,do it .,,NIC,,
MOT,Mother,do it .,,NIC,,
MOT,Mother,do it .,,NIC,,
NIC,Nicola  Sister,&=laughs .,,NA,,
MOT,Mother,do it .,,NIC,,
NIC,Nicola  Sister,&=laughs .,,NA,,
MOT,Mother,mummie's a good shot isn't she .,,NIC,,
NIC,Nicola  Sister,&=laughs .,,NA,,
CHI,Benjamin Target_Child,mum (3.) .,,MOT,,
NIC,Nicola  Sister,&=laughs .,,NA,,
MOT,Mother,nasty little beasties (2.) .,,CHI,,
NIC,Nicola  Sister,I can xxx these .,,MOT,,
MOT,Mother,no .,,NIC,,
MOT,Mother,that's silly .,,NIC,,
CHI,Benjamin Target_Child,do .,,NIC,,
CHI,Benjamin Target_Child,xxx [>] .,,NA,,
NIC,Nicola  Sister,xxx [<] [>] .,,NA,,
MOT,Mother,xxx [<] her a lot .,,CHI,,
CHI,Benjamin Target_Child,xxx .,,NA,,
MOT,Mother,xxx hit her a lot (3.) ?,,CHI,,
MOT,Mother,shall I ?,,CHI,,
CHI,Benjamin Target_Child,ow .,,SELF,,
CHI,Benjamin Target_Child,<I'll hit you> [>] .,,?,,
MOT,Mother,xxx [<] .,,NA,,
NIC,Nicola  Sister,xxx I .,,?,,
NIC,Nicola  Sister,&=laughs .,,NA,,
CHI,Benjamin Target_Child,I'm hitting you .,,?,,
MOT,Mother,shall we hit her [= Nicole] a lot ?,,CHI,,
NIC,Nicola  Sister,no .,,MOT,,
NIC,Nicola  Sister,you mustn't hit her a lot . .,,MOT,,
CHI,Benjamin Target_Child,didn't (3.) .,,?,,
MOT,Mother,look Nicola .,,NIC,,
MOT,Mother,if you're going to do that I shall throw these puzzles in the dustbin .,,NIC,,
NIC,Nicola  Sister,no (7.) .,,MOT,,
MOT,Mother,I will won't I Benjamin ?,,CHI,,
CHI,Benjamin Target_Child,xxx [>] .,,NA,,
NIC,Nicola  Sister,xxx [<] .,,NA,,
MOT,Mother,chuck them in the dustbin won't I ?,,CHI,,
NIC,Nicola  Sister,xxx (2.) .,,NA,,
MOT,Mother,&=laughs .,,NA,,
CHI,Benjamin Target_Child,xxx .,,NA,,
NIC,Nicola  Sister,xxx .,,NA,,
MOT,Mother,they're nothing like a horse .,,CHI,,
MOT,Mother,now go away .,,CHI,,
NIC,Nicola  Sister,no .,,MOT,,
NIC,Nicola  Sister,xxx .,,NA,,
MOT,Mother,you're a nasty .,,NIC,,
NIC,Nicola  Sister,xxx .,,NA,,
MOT,Mother,horrible (1.) creature (3.) .,,NIC,,
MOT,Mother,yes you are .,,NIC,,
NIC,Nicola  Sister,&=laughs (2.) .,,NA,,
MOT,Mother,isn't she Benjamin (2.) ?,,CHI,,
MOT,Mother,if you don't xxx I'll tie you up like I did last night (2.) .,,NIC,,
NIC,Nicola  Sister,I won't do it (5.) .,,MOT,,
NIC,Nicola  Sister,&=laughs .,,NA,,
MOT,Mother,you're not to put string round people's necks .,,NIC,,
Location: Living Room,,,,,,
Activities: Free play alone and with another child,,,,,,
Situation: the children are annoying Mother,,,,,,
MOT,Mother,no .,,?,,
MOT,Mother,I will not (3.) .,,?,,
NIC,Nicola  Sister,reading that book with me .,,?,,
NIC,Nicola  Sister,I have a xxx .,,?,,
NIC,Nicola  Sister,let's just xxx [>] .,,?,,
MOT,Mother,Benjamin [<] .,,CHI,,
CHI,Benjamin Target_Child,0 .,,NA,,
MOT,Mother,put that curtain down .,,CHI,,
CHI,Benjamin Target_Child,0 .,%com: puts it down,NA,,
MOT,Mother,you are not [!] having the television on (1.) at the moment .,,CHI,,
NIC,Nicola  Sister,why (2.) ?,,MOT,,
NIC,Nicola  Sister,water ?,,MOT,,
MOT,Mother,yes .,,NIC,,
MOT,Mother,when I'm ready .,,NIC,,
MOT,Mother,you can have Play_School on .,,NIC,,
MOT,Mother,but you are not xxx .,,NIC,,
NIC,Nicola  Sister,&=laughs .,,NA,,
MOT,Mother,and Play_School is in an hour's time .,,NIC,,
MOT,Mother,one hour .,,NIC,,
MOT,Mother,xxx I'll put it on .,,NIC,,
MOT,Mother,four o'clock .,,NIC,,
MOT,Mother,for Play_School .,,NIC,,
NIC,Nicola  Sister,it's Play_School is four o'clock .,,MOT,,
NIC,Nicola  Sister,isn't it ?,,MOT,,
MOT,Mother,it's three o'clock now (3.) .,,NIC,,
NIC,Nicola  Sister,it's nearly three o'clock .,,MOT,,
CHI,Benjamin Target_Child,I'll build my doors .,,?,,
